iteration,best,mean,worst
0,48.00000,5.26000,0.00000
1,397.00000,39.86000,0.00000
2,397.00000,92.50000,0.00000
3,397.00000,130.58000,11.00000
4,398.00000,178.62000,10.00000
5,398.00000,204.06000,4.00000
6,398.00000,283.24000,16.00000
7,399.00000,283.32000,57.00000
