100,35.50000
200,72.03333
300,112.50000
400,134.73333
500,163.40000
600,203.86667
700,228.26667
800,240.80000
900,291.36667
1000,258.23333
1100,273.60000
1200,291.40000
1300,315.66667
1400,342.93333
1500,364.26667
1600,388.83333
1700,334.70000
1800,326.76667
1900,299.60000
2000,364.06667
